"COUNTRY","DEALERSHIP","CUSTOMER_TYPE","GEO_TYPE","MODEL","FAULT_TYPE"
"Portugal","VW Dealer","Private","Suburban","Golf","Brake Fluid"
"Portugal","VW Dealer","Private","Suburban","Golf","Brake Pad"
"Portugal","VW Dealer","Private","Suburban","Golf","Generator"
"Portugal","VW Dealer","Private","Suburban","Golf","Spark Plugs"
"Portugal","VW Dealer","Private","Suburban","Golf","Turbo Charger"
"Portugal","VW Dealer","Private","Urban","Golf","Turbo Charger"
"Portugal","VW Dealer","Private","Village","Golf","Brake Fluid"
"Portugal","VW Dealer","Private","Village","Golf","Brake Pad"
"Portugal","VW Dealer","Private","Village","Golf","Generator"
"Portugal","VW Dealer","Private","Village","Golf","Spark Plugs"
"Portugal","VW Dealer","Private","Village","Golf","Turbo Charger"
"Spain","VW Dealer","Private","Rural","Golf","Brake Fluid"
"Spain","VW Dealer","Private","Rural","Golf","Turbo Charger"
"Spain","VW Dealer","Private","Suburban","Golf","Brake Fluid"
"Spain","VW Dealer","Private","Suburban","Golf","Brake Pad"
"Spain","VW Dealer","Private","Suburban","Golf","Generator"
"Spain","VW Dealer","Private","Suburban","Golf","Spark Plugs"
"Spain","VW Dealer","Private","Suburban","Golf","Turbo Charger"
"Spain","VW Dealer","Private","Urban","Golf","Brake Fluid"
"Spain","VW Dealer","Private","Urban","Golf","Turbo Charger"
"Spain","VW Dealer","Private","Very Rural","Golf","Brake Fluid"
"Spain","VW Dealer","Private","Very Rural","Golf","Turbo Charger"
"Spain","VW Dealer","Private","Village","Golf","Brake Fluid"
"Spain","VW Dealer","Private","Village","Golf","Brake Pad"
"Spain","VW Dealer","Private","Village","Golf","Spark Plugs"
"Spain","VW Dealer","Private","Village","Golf","Turbo Charger"
"Switzerland","VW Dealer","Private","Rural","Golf","Brake Fluid"
"Switzerland","VW Dealer","Private","Rural","Golf","Turbo Charger"
"Switzerland","VW Dealer","Private","Suburban","Golf","Brake Fluid"
"Switzerland","VW Dealer","Private","Suburban","Golf","Brake Pad"
"Switzerland","VW Dealer","Private","Suburban","Golf","Generator"
"Switzerland","VW Dealer","Private","Suburban","Golf","Spark Plugs"
"Switzerland","VW Dealer","Private","Suburban","Golf","Turbo Charger"
"Switzerland","VW Dealer","Private","Urban","Golf","Brake Fluid"
"Switzerland","VW Dealer","Private","Urban","Golf","Turbo Charger"
"Switzerland","VW Dealer","Private","Village","Golf","Brake Fluid"
"Switzerland","VW Dealer","Private","Village","Golf","Generator"
"Switzerland","VW Dealer","Private","Village","Golf","Spark Plugs"
"Switzerland","VW Dealer","Private","Village","Golf","Turbo Charger"
"United Kingdom","VW Dealer","Private","Rural","Golf","Turbo Charger"
"United Kingdom","VW Dealer","Private","Suburban","Golf","Brake Fluid"
"United Kingdom","VW Dealer","Private","Suburban","Golf","Brake Pad"
"United Kingdom","VW Dealer","Private","Suburban","Golf","Spark Plugs"
"United Kingdom","VW Dealer","Private","Suburban","Golf","Turbo Charger"
"United Kingdom","VW Dealer","Private","Urban","Golf","Brake Fluid"
"United Kingdom","VW Dealer","Private","Urban","Golf","Turbo Charger"
"United Kingdom","VW Dealer","Private","Village","Golf","Brake Fluid"
"United Kingdom","VW Dealer","Private","Village","Golf","Turbo Charger"
"Austria","Re-Import","Corporate","Rural","Lupo","Turbo Charger"
"Austria","Re-Import","Corporate","Suburban","Lupo","Air Conditioning"
"Austria","Re-Import","Corporate","Suburban","Lupo","Exhaust"
"Austria","Re-Import","Corporate","Suburban","Lupo","Spark Plugs"
"Austria","Re-Import","Corporate","Suburban","Lupo","Turbo Charger"
"Austria","Re-Import","Corporate","Super Rural","Lupo","Turbo Charger"
"Austria","Re-Import","Corporate","Urban","Lupo","Exhaust"
"Austria","Re-Import","Corporate","Urban","Lupo","Turbo Charger"
"Austria","Re-Import","Corporate","Very Rural","Lupo","Turbo Charger"
"Austria","Re-Import","Corporate","Village","Lupo","Exhaust"
"Austria","Re-Import","Corporate","Village","Lupo","Turbo Charger"
"Belgium","Re-Import","Corporate","Rural","Lupo","Turbo Charger"
"Belgium","Re-Import","Corporate","Suburban","Lupo","Air Conditioning"
"Belgium","Re-Import","Corporate","Suburban","Lupo","Exhaust"
"Belgium","Re-Import","Corporate","Suburban","Lupo","Spark Plugs"
"Belgium","Re-Import","Corporate","Suburban","Lupo","Turbo Charger"
"Belgium","Re-Import","Corporate","Urban","Lupo","Exhaust"
"Belgium","Re-Import","Corporate","Urban","Lupo","Spark Plugs"
"Belgium","Re-Import","Corporate","Urban","Lupo","Turbo Charger"
"Belgium","Re-Import","Corporate","Very Rural","Lupo","Turbo Charger"
"Belgium","Re-Import","Corporate","Village","Lupo","Turbo Charger"
"France","Re-Import","Corporate","Suburban","Lupo","Air Conditioning"
"France","Re-Import","Corporate","Suburban","Lupo","Exhaust"
"France","Re-Import","Corporate","Suburban","Lupo","Spark Plugs"
"France","Re-Import","Corporate","Suburban","Lupo","Turbo Charger"
"France","Re-Import","Corporate","Urban","Lupo","Exhaust"
"France","Re-Import","Corporate","Urban","Lupo","Turbo Charger"
"France","Re-Import","Corporate","Village","Lupo","Turbo Charger"
"Germany","Re-Import","Corporate","Suburban","Lupo","Turbo Charger"
"Germany","Re-Import","Corporate","Super Urban","Lupo","Air Conditioning"
"Germany","Re-Import","Corporate","Super Urban","Lupo","Exhaust"
"Germany","Re-Import","Corporate","Super Urban","Lupo","Spark Plugs"
"Germany","Re-Import","Corporate","Super Urban","Lupo","Turbo Charger"
"Germany","Re-Import","Corporate","Urban","Lupo","Air Conditioning"
"Germany","Re-Import","Corporate","Urban","Lupo","Exhaust"
"Germany","Re-Import","Corporate","Urban","Lupo","Spark Plugs"
"Germany","Re-Import","Corporate","Urban","Lupo","Turbo Charger"
"Holland","Re-Import","Corporate","Rural","Lupo","Turbo Charger"
"Holland","Re-Import","Corporate","Suburban","Lupo","Air Conditioning"
"Holland","Re-Import","Corporate","Suburban","Lupo","Exhaust"
"Holland","Re-Import","Corporate","Suburban","Lupo","Spark Plugs"
"Holland","Re-Import","Corporate","Suburban","Lupo","Turbo Charger"
"Holland","Re-Import","Corporate","Super Rural","Lupo","Turbo Charger"
"Holland","Re-Import","Corporate","Very Rural","Lupo","Turbo Charger"
"Holland","Re-Import","Corporate","Village","Lupo","Turbo Charger"
"Portugal","Re-Import","Corporate","Rural","Lupo","Turbo Charger"
"Portugal","Re-Import","Corporate","Suburban","Lupo","Air Conditioning"
"Portugal","Re-Import","Corporate","Suburban","Lupo","Exhaust"
"Portugal","Re-Import","Corporate","Suburban","Lupo","Spark Plugs"
"Portugal","Re-Import","Corporate","Suburban","Lupo","Turbo Charger"
"Portugal","Re-Import","Corporate","Urban","Lupo","Turbo Charger"
"Portugal","Re-Import","Corporate","Very Rural","Lupo","Turbo Charger"
"Portugal","Re-Import","Corporate","Village","Lupo","Exhaust"
"Portugal","Re-Import","Corporate","Village","Lupo","Turbo Charger"
"Spain","Re-Import","Corporate","Rural","Lupo","Exhaust"
"Spain","Re-Import","Corporate","Rural","Lupo","Turbo Charger"
"Spain","Re-Import","Corporate","Suburban","Lupo","Air Conditioning"
"Spain","Re-Import","Corporate","Suburban","Lupo","Exhaust"
"Spain","Re-Import","Corporate","Suburban","Lupo","Spark Plugs"
"Spain","Re-Import","Corporate","Suburban","Lupo","Turbo Charger"
"Spain","Re-Import","Corporate","Super Rural","Lupo","Turbo Charger"
"Spain","Re-Import","Corporate","Urban","Lupo","Turbo Charger"
"Spain","Re-Import","Corporate","Very Rural","Lupo","Exhaust"
"Spain","Re-Import","Corporate","Very Rural","Lupo","Turbo Charger"
"Spain","Re-Import","Corporate","Village","Lupo","Exhaust"
"Spain","Re-Import","Corporate","Village","Lupo","Turbo Charger"
"Switzerland","Re-Import","Corporate","Rural","Lupo","Exhaust"
"Switzerland","Re-Import","Corporate","Rural","Lupo","Turbo Charger"
"Switzerland","Re-Import","Corporate","Suburban","Lupo","Air Conditioning"
"Switzerland","Re-Import","Corporate","Suburban","Lupo","Exhaust"
"Switzerland","Re-Import","Corporate","Suburban","Lupo","Spark Plugs"
"Switzerland","Re-Import","Corporate","Suburban","Lupo","Turbo Charger"
"Switzerland","Re-Import","Corporate","Urban","Lupo","Turbo Charger"
"Switzerland","Re-Import","Corporate","Very Rural","Lupo","Exhaust"
"Switzerland","Re-Import","Corporate","Very Rural","Lupo","Turbo Charger"
"Switzerland","Re-Import","Corporate","Village","Lupo","Exhaust"
"Switzerland","Re-Import","Corporate","Village","Lupo","Turbo Charger"
"United Kingdom","Re-Import","Corporate","Rural","Lupo","Turbo Charger"
"United Kingdom","Re-Import","Corporate","Suburban","Lupo","Exhaust"
"United Kingdom","Re-Import","Corporate","Suburban","Lupo","Spark Plugs"
"United Kingdom","Re-Import","Corporate","Suburban","Lupo","Turbo Charger"
"United Kingdom","Re-Import","Corporate","Super Rural","Lupo","Turbo Charger"
"United Kingdom","Re-Import","Corporate","Urban","Lupo","Turbo Charger"
"United Kingdom","Re-Import","Corporate","Very Rural","Lupo","Turbo Charger"
"United Kingdom","Re-Import","Corporate","Village","Lupo","Turbo Charger"
"Austria","Re-Import","Private","Rural","Lupo","Exhaust"
"Austria","Re-Import","Private","Rural","Lupo","Spark Plugs"
"Austria","Re-Import","Private","Rural","Lupo","Turbo Charger"
"Austria","Re-Import","Private","Suburban","Lupo","Air Conditioning"
"Austria","Re-Import","Private","Suburban","Lupo","Exhaust"
"Austria","Re-Import","Private","Suburban","Lupo","Spark Plugs"
"Austria","Re-Import","Private","Suburban","Lupo","Turbo Charger"
"Austria","Re-Import","Private","Super Rural","Lupo","Exhaust"
"Austria","Re-Import","Private","Super Rural","Lupo","Spark Plugs"
"Austria","Re-Import","Private","Super Rural","Lupo","Turbo Charger"
"Austria","Re-Import","Private","Urban","Lupo","Exhaust"
"Austria","Re-Import","Private","Urban","Lupo","Spark Plugs"
"Austria","Re-Import","Private","Urban","Lupo","Turbo Charger"
"Austria","Re-Import","Private","Very Rural","Lupo","Exhaust"
"Austria","Re-Import","Private","Very Rural","Lupo","Spark Plugs"
"Austria","Re-Import","Private","Very Rural","Lupo","Turbo Charger"
"Austria","Re-Import","Private","Village","Lupo","Exhaust"
"Austria","Re-Import","Private","Village","Lupo","Spark Plugs"
"Austria","Re-Import","Private","Village","Lupo","Turbo Charger"
"Belgium","Re-Import","Private","Rural","Lupo","Exhaust"
"Belgium","Re-Import","Private","Rural","Lupo","Spark Plugs"
"Belgium","Re-Import","Private","Rural","Lupo","Turbo Charger"
"Belgium","Re-Import","Private","Suburban","Lupo","Air Conditioning"
"Belgium","Re-Import","Private","Suburban","Lupo","Exhaust"
"Belgium","Re-Import","Private","Suburban","Lupo","Spark Plugs"
"Belgium","Re-Import","Private","Suburban","Lupo","Turbo Charger"
"Belgium","Re-Import","Private","Super Rural","Lupo","Turbo Charger"
"Belgium","Re-Import","Private","Urban","Lupo","Air Conditioning"
"Belgium","Re-Import","Private","Urban","Lupo","Exhaust"
"Belgium","Re-Import","Private","Urban","Lupo","Spark Plugs"
"Belgium","Re-Import","Private","Urban","Lupo","Turbo Charger"
"Belgium","Re-Import","Private","Very Rural","Lupo","Exhaust"
"Belgium","Re-Import","Private","Very Rural","Lupo","Spark Plugs"
"Belgium","Re-Import","Private","Very Rural","Lupo","Turbo Charger"
"Belgium","Re-Import","Private","Village","Lupo","Exhaust"
"Belgium","Re-Import","Private","Village","Lupo","Turbo Charger"
"France","Re-Import","Private","Rural","Lupo","Turbo Charger"
"France","Re-Import","Private","Suburban","Lupo","Air Conditioning"
"France","Re-Import","Private","Suburban","Lupo","Exhaust"
"France","Re-Import","Private","Suburban","Lupo","Spark Plugs"
"France","Re-Import","Private","Suburban","Lupo","Turbo Charger"
"France","Re-Import","Private","Super Rural","Lupo","Turbo Charger"
"France","Re-Import","Private","Urban","Lupo","Exhaust"
"France","Re-Import","Private","Urban","Lupo","Spark Plugs"
"France","Re-Import","Private","Urban","Lupo","Turbo Charger"
"France","Re-Import","Private","Very Rural","Lupo","Exhaust"
"France","Re-Import","Private","Very Rural","Lupo","Turbo Charger"
"France","Re-Import","Private","Village","Lupo","Exhaust"
"France","Re-Import","Private","Village","Lupo","Spark Plugs"
"France","Re-Import","Private","Village","Lupo","Turbo Charger"
"Germany","Re-Import","Private","Suburban","Lupo","Exhaust"
"Germany","Re-Import","Private","Suburban","Lupo","Spark Plugs"
"Germany","Re-Import","Private","Suburban","Lupo","Turbo Charger"
"Germany","Re-Import","Private","Super Urban","Lupo","Exhaust"
"Germany","Re-Import","Private","Super Urban","Lupo","Spark Plugs"
"Germany","Re-Import","Private","Super Urban","Lupo","Turbo Charger"
"Germany","Re-Import","Private","Urban","Lupo","Air Conditioning"
"Germany","Re-Import","Private","Urban","Lupo","Exhaust"
"Germany","Re-Import","Private","Urban","Lupo","Spark Plugs"
"Germany","Re-Import","Private","Urban","Lupo","Turbo Charger"
"Holland","Re-Import","Private","Rural","Lupo","Exhaust"
"Holland","Re-Import","Private","Rural","Lupo","Spark Plugs"
"Holland","Re-Import","Private","Rural","Lupo","Turbo Charger"
"Holland","Re-Import","Private","Suburban","Lupo","Air Conditioning"
"Holland","Re-Import","Private","Suburban","Lupo","Exhaust"
"Holland","Re-Import","Private","Suburban","Lupo","Spark Plugs"
"Holland","Re-Import","Private","Suburban","Lupo","Turbo Charger"
"Holland","Re-Import","Private","Super Rural","Lupo","Exhaust"
"Holland","Re-Import","Private","Super Rural","Lupo","Spark Plugs"
"Holland","Re-Import","Private","Super Rural","Lupo","Turbo Charger"
"Holland","Re-Import","Private","Urban","Lupo","Exhaust"
"Holland","Re-Import","Private","Urban","Lupo","Spark Plugs"
"Holland","Re-Import","Private","Urban","Lupo","Turbo Charger"
"Holland","Re-Import","Private","Very Rural","Lupo","Exhaust"
"Holland","Re-Import","Private","Very Rural","Lupo","Spark Plugs"
"Holland","Re-Import","Private","Very Rural","Lupo","Turbo Charger"
"Holland","Re-Import","Private","Village","Lupo","Exhaust"
"Holland","Re-Import","Private","Village","Lupo","Spark Plugs"
"Holland","Re-Import","Private","Village","Lupo","Turbo Charger"
"Italy","Re-Import","Private","Suburban","Lupo","Turbo Charger"
"Italy","Re-Import","Private","Very Rural","Lupo","Air Conditioning"
"Italy","Re-Import","Private","Very Rural","Lupo","Turbo Charger"
"Italy","Re-Import","Private","Village","Lupo","Turbo Charger"
"Portugal","Re-Import","Private","Rural","Lupo","Exhaust"
"Portugal","Re-Import","Private","Rural","Lupo","Spark Plugs"
"Portugal","Re-Import","Private","Rural","Lupo","Turbo Charger"
"Portugal","Re-Import","Private","Suburban","Lupo","Air Conditioning"
"Portugal","Re-Import","Private","Suburban","Lupo","Exhaust"
"Portugal","Re-Import","Private","Suburban","Lupo","Spark Plugs"
"Portugal","Re-Import","Private","Suburban","Lupo","Turbo Charger"
"Portugal","Re-Import","Private","Super Rural","Lupo","Exhaust"
"Portugal","Re-Import","Private","Super Rural","Lupo","Turbo Charger"
"Portugal","Re-Import","Private","Urban","Lupo","Exhaust"
"Portugal","Re-Import","Private","Urban","Lupo","Turbo Charger"
"Portugal","Re-Import","Private","Very Rural","Lupo","Exhaust"
"Portugal","Re-Import","Private","Very Rural","Lupo","Spark Plugs"
"Portugal","Re-Import","Private","Very Rural","Lupo","Turbo Charger"
"Portugal","Re-Import","Private","Village","Lupo","Exhaust"
"Portugal","Re-Import","Private","Village","Lupo","Spark Plugs"
"Portugal","Re-Import","Private","Village","Lupo","Turbo Charger"
"Spain","Re-Import","Private","Rural","Lupo","Exhaust"
"Spain","Re-Import","Private","Rural","Lupo","Spark Plugs"
"Spain","Re-Import","Private","Rural","Lupo","Turbo Charger"
"Spain","Re-Import","Private","Suburban","Lupo","Air Conditioning"
"Spain","Re-Import","Private","Suburban","Lupo","Exhaust"
"Spain","Re-Import","Private","Suburban","Lupo","Spark Plugs"
"Spain","Re-Import","Private","Suburban","Lupo","Turbo Charger"
"Spain","Re-Import","Private","Super Rural","Lupo","Exhaust"
"Spain","Re-Import","Private","Super Rural","Lupo","Spark Plugs"
"Spain","Re-Import","Private","Super Rural","Lupo","Turbo Charger"
"Spain","Re-Import","Private","Urban","Lupo","Exhaust"
"Spain","Re-Import","Private","Urban","Lupo","Turbo Charger"
"Spain","Re-Import","Private","Very Rural","Lupo","Exhaust"
"Spain","Re-Import","Private","Very Rural","Lupo","Spark Plugs"
"Spain","Re-Import","Private","Very Rural","Lupo","Turbo Charger"
"Spain","Re-Import","Private","Village","Lupo","Exhaust"
"Spain","Re-Import","Private","Village","Lupo","Spark Plugs"
"Spain","Re-Import","Private","Village","Lupo","Turbo Charger"
"Switzerland","Re-Import","Private","Rural","Lupo","Exhaust"
"Switzerland","Re-Import","Private","Rural","Lupo","Spark Plugs"
"Switzerland","Re-Import","Private","Rural","Lupo","Turbo Charger"
"Switzerland","Re-Import","Private","Suburban","Lupo","Air Conditioning"
"Switzerland","Re-Import","Private","Suburban","Lupo","Exhaust"
"Switzerland","Re-Import","Private","Suburban","Lupo","Spark Plugs"
"Switzerland","Re-Import","Private","Suburban","Lupo","Turbo Charger"
"Switzerland","Re-Import","Private","Super Rural","Lupo","Exhaust"
"Switzerland","Re-Import","Private","Super Rural","Lupo","Spark Plugs"
"Switzerland","Re-Import","Private","Super Rural","Lupo","Turbo Charger"
"Switzerland","Re-Import","Private","Urban","Lupo","Exhaust"
"Switzerland","Re-Import","Private","Urban","Lupo","Spark Plugs"
"Switzerland","Re-Import","Private","Urban","Lupo","Turbo Charger"
"Switzerland","Re-Import","Private","Very Rural","Lupo","Exhaust"
"Switzerland","Re-Import","Private","Very Rural","Lupo","Spark Plugs"
"Switzerland","Re-Import","Private","Very Rural","Lupo","Turbo Charger"
"Switzerland","Re-Import","Private","Village","Lupo","Air Conditioning"
"Switzerland","Re-Import","Private","Village","Lupo","Exhaust"
"Switzerland","Re-Import","Private","Village","Lupo","Spark Plugs"
"Switzerland","Re-Import","Private","Village","Lupo","Turbo Charger"
"United Kingdom","Re-Import","Private","Rural","Lupo","Exhaust"
"United Kingdom","Re-Import","Private","Rural","Lupo","Spark Plugs"
"United Kingdom","Re-Import","Private","Rural","Lupo","Turbo Charger"
"United Kingdom","Re-Import","Private","Suburban","Lupo","Exhaust"
"United Kingdom","Re-Import","Private","Suburban","Lupo","Spark Plugs"
"United Kingdom","Re-Import","Private","Suburban","Lupo","Turbo Charger"
"United Kingdom","Re-Import","Private","Super Rural","Lupo","Exhaust"
"United Kingdom","Re-Import","Private","Super Rural","Lupo","Spark Plugs"
"United Kingdom","Re-Import","Private","Super Rural","Lupo","Turbo Charger"
"United Kingdom","Re-Import","Private","Urban","Lupo","Exhaust"
"United Kingdom","Re-Import","Private","Urban","Lupo","Spark Plugs"
"United Kingdom","Re-Import","Private","Urban","Lupo","Turbo Charger"
"United Kingdom","Re-Import","Private","Very Rural","Lupo","Exhaust"
"United Kingdom","Re-Import","Private","Very Rural","Lupo","Spark Plugs"
"United Kingdom","Re-Import","Private","Very Rural","Lupo","Turbo Charger"
"United Kingdom","Re-Import","Private","Village","Lupo","Exhaust"
"United Kingdom","Re-Import","Private","Village","Lupo","Spark Plugs"
"United Kingdom","Re-Import","Private","Village","Lupo","Turbo Charger"
"Austria","VW Dealer","Corporate","Rural","Lupo","Turbo Charger"
"Austria","VW Dealer","Corporate","Suburban","Lupo","Brake Pad"
"Austria","VW Dealer","Corporate","Suburban","Lupo","Exhaust"
"Austria","VW Dealer","Corporate","Suburban","Lupo","Turbo Charger"
"Austria","VW Dealer","Corporate","Super Rural","Lupo","Turbo Charger"
"Austria","VW Dealer","Corporate","Urban","Lupo","Turbo Charger"
"Austria","VW Dealer","Corporate","Very Rural","Lupo","Turbo Charger"
"Austria","VW Dealer","Corporate","Village","Lupo","Turbo Charger"
"Belgium","VW Dealer","Corporate","Rural","Lupo","Turbo Charger"
"Belgium","VW Dealer","Corporate","Suburban","Lupo","Brake Pad"
"Belgium","VW Dealer","Corporate","Suburban","Lupo","Exhaust"
"Belgium","VW Dealer","Corporate","Suburban","Lupo","Turbo Charger"
"Belgium","VW Dealer","Corporate","Urban","Lupo","Exhaust"
"Belgium","VW Dealer","Corporate","Urban","Lupo","Turbo Charger"
"Belgium","VW Dealer","Corporate","Very Rural","Lupo","Turbo Charger"
"Belgium","VW Dealer","Corporate","Village","Lupo","Turbo Charger"
"France","VW Dealer","Corporate","Suburban","Lupo","Air Conditioning"
"France","VW Dealer","Corporate","Suburban","Lupo","Exhaust"
"France","VW Dealer","Corporate","Suburban","Lupo","Turbo Charger"
"France","VW Dealer","Corporate","Urban","Lupo","Turbo Charger"
"France","VW Dealer","Corporate","Very Rural","Lupo","Turbo Charger"
"France","VW Dealer","Corporate","Village","Lupo","Turbo Charger"
"Germany","VW Dealer","Corporate","Suburban","Lupo","Turbo Charger"
"Germany","VW Dealer","Corporate","Super Urban","Lupo","Air Conditioning"
"Germany","VW Dealer","Corporate","Super Urban","Lupo","Brake Pad"
"Germany","VW Dealer","Corporate","Super Urban","Lupo","Exhaust"
"Germany","VW Dealer","Corporate","Super Urban","Lupo","Turbo Charger"
"Germany","VW Dealer","Corporate","Urban","Lupo","Air Conditioning"
"Germany","VW Dealer","Corporate","Urban","Lupo","Exhaust"
"Germany","VW Dealer","Corporate","Urban","Lupo","Turbo Charger"
"Holland","VW Dealer","Corporate","Rural","Lupo","Turbo Charger"
"Holland","VW Dealer","Corporate","Suburban","Lupo","Exhaust"
"Holland","VW Dealer","Corporate","Suburban","Lupo","Turbo Charger"
"Holland","VW Dealer","Corporate","Very Rural","Lupo","Brake Pad"
"Holland","VW Dealer","Corporate","Very Rural","Lupo","Turbo Charger"
"Holland","VW Dealer","Corporate","Village","Lupo","Turbo Charger"
"Italy","VW Dealer","Corporate","Very Rural","Lupo","Fuel Injectors"
"Portugal","VW Dealer","Corporate","Rural","Lupo","Turbo Charger"
"Portugal","VW Dealer","Corporate","Suburban","Lupo","Exhaust"
"Portugal","VW Dealer","Corporate","Suburban","Lupo","Turbo Charger"
"Portugal","VW Dealer","Corporate","Very Rural","Lupo","Brake Pad"
"Portugal","VW Dealer","Corporate","Very Rural","Lupo","Turbo Charger"
"Portugal","VW Dealer","Corporate","Village","Lupo","Turbo Charger"
"Spain","VW Dealer","Corporate","Rural","Lupo","Turbo Charger"
"Spain","VW Dealer","Corporate","Suburban","Lupo","Air Conditioning"
"Spain","VW Dealer","Corporate","Suburban","Lupo","Brake Pad"
"Spain","VW Dealer","Corporate","Suburban","Lupo","Exhaust"
"Spain","VW Dealer","Corporate","Suburban","Lupo","Turbo Charger"
"Spain","VW Dealer","Corporate","Super Rural","Lupo","Turbo Charger"
"Spain","VW Dealer","Corporate","Very Rural","Lupo","Turbo Charger"
"Spain","VW Dealer","Corporate","Village","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Corporate","Rural","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Corporate","Suburban","Lupo","Brake Pad"
"Switzerland","VW Dealer","Corporate","Suburban","Lupo","Exhaust"
"Switzerland","VW Dealer","Corporate","Suburban","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Corporate","Super Rural","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Corporate","Urban","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Corporate","Very Rural","Lupo","Brake Pad"
"Switzerland","VW Dealer","Corporate","Very Rural","Lupo","Turbo Charger"
"Switzerland","VW Dealer","Corporate","Village","Lupo","Turbo Charger"
"United Kingdom","VW Dealer","Corporate","Rural","Lupo","Turbo Charger"
"United Kingdom","VW Dealer","Corporate","Suburban","Lupo","Exhaust"
"United Kingdom","VW Dealer","Corporate","Suburban","Lupo","Turbo Charger"
"United Kingdom","VW Dealer","Corporate","Super Rural","Lupo","Spark Plugs"
"United Kingdom","VW Dealer","Corporate","Super Rural","Lupo","Turbo Charger"
"United Kingdom","VW Dealer","Corporate","Urban","Lupo","Turbo Charger"
"United Kingdom","VW Dealer","Corporate","Very Rural","Lupo","Turbo Charger"
"United Kingdom","VW Dealer","Corporate","Village","Lupo","Exhaust"
"United Kingdom","VW Dealer","Corporate","Village","Lupo","Turbo Charger"
"Austria","VW Dealer","Private","Rural","Lupo","Brake Pad"
"Austria","VW Dealer","Private","Rural","Lupo","Exhaust"
"Austria","VW Dealer","Private","Rural","Lupo","Spark Plugs"
"Austria","VW Dealer","Private","Rural","Lupo","Turbo Charger"
"Austria","VW Dealer","Private","Suburban","Lupo","Air Conditioning"
"Austria","VW Dealer","Private","Suburban","Lupo","Brake Pad"
"Austria","VW Dealer","Private","Suburban","Lupo","Exhaust"
"Austria","VW Dealer","Private","Suburban","Lupo","Spark Plugs"
"Austria","VW Dealer","Private","Suburban","Lupo","Turbo Charger"
"Austria","VW Dealer","Private","Suburban","Lupo","Wheel Alignment"
"Austria","VW Dealer","Private","Super Rural","Lupo","Brake Pad"
"Austria","VW Dealer","Private","Super Rural","Lupo","Exhaust"
"Austria","VW Dealer","Private","Super Rural","Lupo","Spark Plugs"
"Austria","VW Dealer","Private","Super Rural","Lupo","Turbo Charger"
"Austria","VW Dealer","Private","Urban","Lupo","Brake Pad"
"Austria","VW Dealer","Private","Urban","Lupo","Turbo Charger"
"Austria","VW Dealer","Private","Very Rural","Lupo","Brake Pad"
"Austria","VW Dealer","Private","Very Rural","Lupo","Exhaust"
"Austria","VW Dealer","Private","Very Rural","Lupo","Spark Plugs"
"Austria","VW Dealer","Private","Very Rural","Lupo","Turbo Charger"
"Austria","VW Dealer","Private","Very Rural","Lupo","Wheel Alignment"
"Austria","VW Dealer","Private","Village","Lupo","Brake Pad"
"Austria","VW Dealer","Private","Village","Lupo","Exhaust"
"Austria","VW Dealer","Private","Village","Lupo","Spark Plugs"
"Austria","VW Dealer","Private","Village","Lupo","Turbo Charger"
"Belgium","VW Dealer","Private","Rural","Lupo","Brake Pad"
"Belgium","VW Dealer","Private","Rural","Lupo","Spark Plugs"
"Belgium","VW Dealer","Private","Rural","Lupo","Turbo Charger"
"Belgium","VW Dealer","Private","Suburban","Lupo","Air Conditioning"
"Belgium","VW Dealer","Private","Suburban","Lupo","Brake Pad"
"Belgium","VW Dealer","Private","Suburban","Lupo","Exhaust"
"Belgium","VW Dealer","Private","Suburban","Lupo","Spark Plugs"
"Belgium","VW Dealer","Private","Suburban","Lupo","Turbo Charger"
"Belgium","VW Dealer","Private","Suburban","Lupo","Wheel Alignment"
"Belgium","VW Dealer","Private","Super Rural","Lupo","Brake Pad"
"Belgium","VW Dealer","Private","Super Rural","Lupo","Spark Plugs"
"Belgium","VW Dealer","Private","Super Rural","Lupo","Turbo Charger"
"Belgium","VW Dealer","Private","Urban","Lupo","Air Conditioning"
"Belgium","VW Dealer","Private","Urban","Lupo","Brake Pad"
"Belgium","VW Dealer","Private","Urban","Lupo","Exhaust"
"Belgium","VW Dealer","Private","Urban","Lupo","Spark Plugs"
"Belgium","VW Dealer","Private","Urban","Lupo","Turbo Charger"
"Belgium","VW Dealer","Private","Urban","Lupo","Wheel Alignment"
"Belgium","VW Dealer","Private","Very Rural","Lupo","Brake Pad"
"Belgium","VW Dealer","Private","Very Rural","Lupo","Exhaust"
"Belgium","VW Dealer","Private","Very Rural","Lupo","Spark Plugs"
"Belgium","VW Dealer","Private","Very Rural","Lupo","Turbo Charger"
"Belgium","VW Dealer","Private","Village","Lupo","Brake Pad"
"Belgium","VW Dealer","Private","Village","Lupo","Spark Plugs"
"Belgium","VW Dealer","Private","Village","Lupo","Turbo Charger"
"France","VW Dealer","Private","Rural","Lupo","Brake Pad"
"France","VW Dealer","Private","Rural","Lupo","Spark Plugs"
"France","VW Dealer","Private","Rural","Lupo","Turbo Charger"
"France","VW Dealer","Private","Suburban","Lupo","Air Conditioning"
